question,option_a,option_b,option_c,option_d,correct_option,subject,chapter,difficulty,explanation
"Assertion (A): The dimensional formula of force is [MLT⁻²].
Reason (R): Force is equal to mass multiplied by acceleration.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","easy","Using F = ma gives [M][LT⁻²] = [MLT⁻²]."
"How many of the following quantities have dimensions [ML²T⁻²]?

1. Work
2. Energy
3. Torque
4. Angular momentum

Choose the correct option.","1","2","3","4","C","physics","Units and Measurements","medium","Work, energy and torque share dimensions [ML²T⁻²]. Angular momentum has dimensions [ML²T⁻¹]."
"Match the following:

List I
A. Pressure
B. Power
C. Momentum
D. Surface tension

List II
1. [MT⁻²]
2. [MLT⁻¹]
3. [ML⁻¹T⁻²]
4. [ML²T⁻³]

Choose the correct option.","A-3, B-4, C-2, D-1","A-4, B-3, C-2, D-1","A-3, B-2, C-4, D-1","A-1, B-4, C-3, D-2","A","physics","Units and Measurements","hard","These dimensional formulae are among the most frequently tested in NEET."
"Which of the following has dimensions identical to impulse?","Force","Momentum","Work","Pressure","B","physics","Units and Measurements","medium","Impulse = Force × Time = [MLT⁻²][T] = [MLT⁻¹], same as momentum."
"Statement I: Torque and energy possess the same dimensions.
Statement II: Torque and energy therefore represent the same physical quantity.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","C","physics","Units and Measurements","medium","They share dimensions but represent different physical quantities."
"Assertion (A): Surface tension has dimensions [MT⁻²].
Reason (R): Surface tension is force per unit length.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","hard","Surface tension = Force/Length = [MLT⁻²]/[L] = [MT⁻²]."
"Force is proportional to velocity raised to power x and radius raised to power y:
F ∝ vˣrʸ
The values of x and y respectively are:","1, 1","2, 1","1, 2","2, 2","B","physics","Units and Measurements","hard","Using dimensions: [MLT⁻²] = [LT⁻¹]ˣ[L]ʸ. Matching powers gives x = 2 and y = 1 assuming mass enters as proportional constant with dimensions of mass."
"How many of the following statements are correct?

1. Dimensional analysis cannot determine numerical constants.
2. It cannot distinguish between work and torque.
3. It cannot distinguish between pressure and stress.
4. It can verify the dimensional correctness of equations.

Choose the correct option.","1","2","3","4","D","physics","Units and Measurements","hard","All four statements are correct limitations or applications of dimensional analysis."
"The numerical value of a physical quantity becomes 100 times when its unit becomes 1/100 of the original unit. This is because:","Numerical value is directly proportional to unit","Numerical value is inversely proportional to unit","Numerical value is proportional to square of unit","There is no relation between them","B","physics","Units and Measurements","easy","Numerical value × unit remains constant for the same physical quantity."





"Statement I: Significant figures indicate the precision of a measurement.
Statement II: More significant figures generally imply greater measurement precision.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","physics","Units and Measurements","easy","The number of significant figures reflects the precision of the measuring instrument."
"Assertion (A): Zeros between non-zero digits are always significant.
Reason (R): Such zeros are measured values and not placeholders.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","easy","For example, 1002 contains four significant figures."
"How many significant figures are present in 0.00560?","2","3","4","5","B","physics","Units and Measurements","medium","Leading zeros are not significant. The digits 5, 6 and the trailing zero after decimal are significant."
"Match the following:

List I
A. 0.00450
B. 2.030
C. 3000
D. 3.00 × 10³

List II
1. 3 significant figures
2. 4 significant figures
3. 2 significant figures
4. 3 significant figures

Choose the correct option.","A-3, B-2, C-1, D-4","A-1, B-2, C-3, D-4","A-3, B-4, C-1, D-2","A-4, B-2, C-3, D-1","A","physics","Units and Measurements","hard","0.00450 has 3 SF, 2.030 has 4 SF, 3000 has 1 SF unless specified otherwise, and 3.00×10³ has 3 SF."
"Which of the following has four significant figures?","0.04050","0.00405","4050","4.05 × 10²","A","physics","Units and Measurements","medium","0.04050 contains four significant figures: 4, 0, 5 and the trailing zero after the decimal point."
"Statement I: During multiplication or division, the result should contain as many significant figures as the quantity with the least significant figures.
Statement II: During addition or subtraction, the result should contain as many decimal places as the quantity with the least decimal places.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","physics","Units and Measurements","medium","These are independent rules for arithmetic operations involving measurements."
"Assertion (A): The result of 2.34 × 1.2 should be reported as 2.8.
Reason (R): The answer must contain two significant figures.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","medium","2.34 × 1.2 = 2.808 which rounds to 2.8 with two significant figures."
"How many of the following statements are correct?

1. Exact numbers have infinite significant figures.
2. Counting numbers have infinite significant figures.
3. Conversion factors defined exactly have infinite significant figures.
4. Measured quantities have finite significant figures.

Choose the correct option.","1","2","3","4","D","physics","Units and Measurements","hard","All four statements are correct."
"0.012345 rounded to three significant figures becomes:","0.0123","0.0124","0.01235","0.01234","A","physics","Units and Measurements","medium","Keeping three significant figures gives 1.23 × 10⁻²."
"The result of 12.11 + 18.0 + 1.013 is:","31.123","31.12","31.1","31","C","physics","Units and Measurements","hard","Addition follows decimal place rules. The least number of decimal places is one, so the result is 31.1."





"Statement I: Absolute error is always a positive quantity.
Statement II: Absolute error is the magnitude of the difference between measured value and true value.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","physics","Units and Measurements","easy","Absolute error is defined as the magnitude of the deviation from the true value."
"Assertion (A): Relative error is a dimensionless quantity.
Reason (R): Relative error is the ratio of absolute error to mean value.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","easy","Since it is a ratio of similar quantities, relative error has no dimensions."
"How many of the following statements are correct?

1. Percentage error = Relative error × 100.
2. Relative error is dimensionless.
3. Mean absolute error is always positive.
4. Percentage error has unit percent.

Choose the correct option.","1","2","3","4","D","physics","Units and Measurements","medium","All four statements are correct."
"Match the following:

List I
A. Absolute error
B. Relative error
C. Percentage error
D. Mean absolute error

List II
1. Average of absolute errors
2. Dimensionless ratio
3. Difference between measured and true values
4. Relative error × 100

Choose the correct option.","A-3, B-2, C-4, D-1","A-2, B-3, C-4, D-1","A-3, B-4, C-2, D-1","A-1, B-2, C-4, D-3","A","physics","Units and Measurements","easy","These are standard definitions used in error analysis."
"A quantity is measured as 50 ± 2 cm. The percentage error is:","2%","4%","5%","8%","B","physics","Units and Measurements","medium","Percentage error = (2/50) × 100 = 4%."
"Statement I: When quantities are added or subtracted, absolute errors add.
Statement II: When quantities are multiplied or divided, relative errors add.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","physics","Units and Measurements","medium","These are separate error propagation rules."
"Assertion (A): If Z = A × B, then ΔZ/Z = ΔA/A + ΔB/B.
Reason (R): Relative errors add during multiplication.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","hard","This is the standard rule for multiplication of measured quantities."
"How many of the following statements are correct?

1. If Z = A/B, relative errors add.
2. If Z = Aⁿ, percentage error in Z is n times percentage error in A.
3. If Z = A + B, absolute errors add.
4. If Z = A − B, absolute errors subtract.

Choose the correct option.","1","2","3","4","C","physics","Units and Measurements","hard","Statements 1, 2 and 3 are correct. Absolute errors always add even during subtraction."
"A measured value is 20.0 ± 0.5 m. The relative error is:","0.005","0.010","0.025","0.050","C","physics","Units and Measurements","medium","Relative error = 0.5/20.0 = 0.025."
"The percentage error in measuring the side of a cube is 2%. The percentage error in its volume is:","2%","4%","6%","8%","C","physics","Units and Measurements","hard","Volume V = a³. Therefore percentage error in volume = 3 × 2% = 6%."




"Statement I: Least count is the smallest measurement that an instrument can accurately measure.
Statement II: Smaller least count generally implies higher precision.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","physics","Units and Measurements","easy","An instrument with a smaller least count can detect smaller changes in the measured quantity."
"Assertion (A): Vernier calipers are generally more precise than a metre scale.
Reason (R): Vernier calipers have a smaller least count than a metre scale.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","easy","Typical least counts are 0.1 cm for metre scale and 0.01 cm for Vernier calipers."
"How many of the following statements are correct?

1. Screw gauge is generally more precise than Vernier calipers.
2. Least count of a screw gauge depends on pitch and number of circular scale divisions.
3. Least count = Pitch / Number of circular scale divisions.
4. Pitch is the linear distance moved in one complete rotation.

Choose the correct option.","1","2","3","4","D","physics","Units and Measurements","medium","All four statements are correct."
"Match the following:

List I
A. Pitch
B. Least count
C. Positive zero error
D. Negative zero error

List II
1. Instrument reads less than actual value at zero position
2. Smallest measurable value
3. Distance moved in one complete rotation
4. Instrument reads greater than actual value at zero position

Choose the correct option.","A-3, B-2, C-4, D-1","A-2, B-3, C-4, D-1","A-3, B-4, C-2, D-1","A-1, B-2, C-4, D-3","A","physics","Units and Measurements","medium","These definitions are standard for screw gauge measurements."
"A screw gauge has a pitch of 1 mm and 100 divisions on the circular scale. Its least count is:","0.1 mm","0.01 mm","0.001 mm","1 mm","B","physics","Units and Measurements","medium","Least count = Pitch / Number of divisions = 1 mm / 100 = 0.01 mm."
"Statement I: Positive zero error gives a negative zero correction.
Statement II: Zero correction is always equal and opposite to zero error.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","physics","Units and Measurements","hard","Zero correction is always numerically equal and opposite in sign to the zero error."
"Assertion (A): If the zero of the Vernier scale lies to the right of the main scale zero when jaws are closed, the instrument has positive zero error.
Reason (R): The instrument gives readings larger than the true value in such cases.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","physics","Units and Measurements","hard","Positive zero error causes all measurements to be overestimated."
"How many of the following statements are correct?

1. A metre scale usually has a least count of 1 mm.
2. Vernier calipers can measure external and internal diameters.
3. Screw gauge can measure thickness of thin wires.
4. Screw gauge is based on the principle of a screw.

Choose the correct option.","1","2","3","4","D","physics","Units and Measurements","easy","All four statements are correct."
"A Vernier caliper has 10 Vernier divisions equal to 9 main scale divisions. If 1 main scale division is 1 mm, the least count is:","0.1 mm","0.2 mm","0.5 mm","1 mm","A","physics","Units and Measurements","hard","Least count = 1 MSD − 1 VSD = 1 mm − 0.9 mm = 0.1 mm."
"Which of the following measuring instruments has the smallest least count among the options?","Metre scale","Vernier calipers","Screw gauge","Measuring tape","C","physics","Units and Measurements","easy","The screw gauge generally provides the highest precision among these instruments."
