question,option_a,option_b,option_c,option_d,correct_option,subject,chapter,difficulty,explanation
"Statement I: Ionic bonds are formed by complete transfer of electrons from one atom to another.
Statement II: Ionic compounds are generally formed between metals and non-metals.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","chemistry","Chemical Bonding and Molecular Structure","easy","The second statement describes a common occurrence but does not explain the electron transfer process."
"Assertion (A): Ionic compounds generally possess high melting points.
Reason (R): Strong electrostatic forces exist between oppositely charged ions in the crystal lattice.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Large electrostatic attraction requires high energy to break the lattice."
"How many of the following statements are correct?

1. Ionic compounds conduct electricity in molten state.
2. Ionic compounds conduct electricity in aqueous solution.
3. Ionic compounds generally dissolve in non-polar solvents.
4. Ionic compounds are generally hard and brittle.

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","medium","Statements 1, 2 and 4 are correct. Ionic compounds usually dissolve in polar solvents."
"Match the following:

List I
A. Lattice enthalpy
B. Electron gain enthalpy
C. Ionization enthalpy
D. Electronegativity

List II
1. Tendency to attract shared electron pair
2. Energy released when gaseous ions form ionic solid
3. Energy required to remove electron from gaseous atom
4. Energy change when gaseous atom gains electron

Choose the correct option.","A-2, B-4, C-3, D-1","A-4, B-2, C-3, D-1","A-2, B-3, C-4, D-1","A-1, B-4, C-3, D-2","A","chemistry","Chemical Bonding and Molecular Structure","medium","These quantities play major roles in ionic bond formation."
"Which of the following has the highest lattice enthalpy?","NaCl","KCl","MgO","CaO","C","chemistry","Chemical Bonding and Molecular Structure","hard","Lattice enthalpy increases with higher ionic charge and smaller ionic size. MgO contains Mg²⁺ and O²⁻ ions."
"Statement I: Smaller cations possess greater polarizing power.
Statement II: Large anions are more easily polarized.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","chemistry","Chemical Bonding and Molecular Structure","medium","Both are Fajans' rules but they are independent observations."
"Assertion (A): LiI possesses greater covalent character than LiF.
Reason (R): I⁻ is more polarizable than F⁻.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","hard","Large iodide ions are easily polarized, increasing covalent character."
"Which of the following has the maximum covalent character?","NaCl","MgCl₂","AlCl₃","KCl","C","chemistry","Chemical Bonding and Molecular Structure","hard","Al³⁺ has high charge density and strongly polarizes chloride ions."
"How many of the following statements are correct?

1. Polarizing power increases with increasing cation charge.
2. Polarizability increases with increasing anion size.
3. Covalent character increases with increasing polarization.
4. CsF is more covalent than LiF.

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","hard","Statements 1, 2 and 3 are correct. LiF is more covalent than CsF because Li⁺ has greater polarizing power."
"Which of the following compounds is expected to be most ionic?","LiF","LiI","CsI","CsF","D","chemistry","Chemical Bonding and Molecular Structure","hard","Cs⁺ has low polarizing power and F⁻ has low polarizability, giving maximum ionic character."





"Statement I: Bond length decreases with increase in bond order.
Statement II: Triple bonds are shorter than double bonds, which are shorter than single bonds.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Higher bond order means greater electron density between nuclei and therefore shorter bonds."
"Assertion (A): Bond enthalpy generally increases with increase in bond order.
Reason (R): More energy is required to break stronger bonds.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Triple bonds are stronger than double bonds and require more energy to break."
"How many of the following statements are correct?

1. Bond length of C-C is greater than C=C.
2. Bond enthalpy of N≡N is greater than N=N.
3. Bond order of O₂ is 2.
4. Bond order of N₂ is 2.

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","medium","Statements 1, 2 and 3 are correct. Bond order of N₂ is 3."
"Match the following:

List I
A. N₂
B. O₂
C. O₂⁺
D. O₂⁻

List II
1. Bond order 1.5
2. Bond order 2
3. Bond order 2.5
4. Bond order 3

Choose the correct option.","A-4, B-2, C-3, D-1","A-3, B-2, C-4, D-1","A-4, B-3, C-2, D-1","A-2, B-4, C-3, D-1","A","chemistry","Chemical Bonding and Molecular Structure","hard","Bond orders are obtained using molecular orbital theory."
"Which of the following has the shortest bond length?","F₂","Cl₂","Br₂","I₂","A","chemistry","Chemical Bonding and Molecular Structure","medium","Bond length increases down the group due to increasing atomic size."
"Statement I: Resonance stabilizes molecules.
Statement II: The resonance hybrid possesses lower energy than any contributing structure.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","Lower energy corresponds to greater stability of the resonance hybrid."
"Assertion (A): All C–O bonds in CO₃²⁻ have equal bond lengths.
Reason (R): Carbonate ion exhibits resonance.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","Resonance causes equal distribution of bond character among all C–O bonds."
"Which of the following molecules possesses zero dipole moment?","NH₃","H₂O","CO₂","SO₂","C","chemistry","Chemical Bonding and Molecular Structure","medium","The linear geometry of CO₂ causes complete cancellation of bond dipoles."
"How many of the following species possess non-zero dipole moments?

1. CO₂
2. NH₃
3. H₂O
4. BF₃

Choose the correct option.","1","2","3","4","B","chemistry","Chemical Bonding and Molecular Structure","hard","NH₃ and H₂O are polar molecules whereas CO₂ and BF₃ are non-polar due to symmetry."
"Which of the following has the highest bond dissociation enthalpy?","F₂","Cl₂","Br₂","I₂","B","chemistry","Chemical Bonding and Molecular Structure","hard","F₂ has unusually low bond enthalpy due to strong lone pair-lone pair repulsions. Cl₂ has the highest bond dissociation enthalpy among halogens."




"Statement I: According to VSEPR theory, electron pairs arrange themselves to minimize repulsion.
Statement II: Lone pair-lone pair repulsion is greater than lone pair-bond pair repulsion.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Electron pairs adopt arrangements that minimize repulsive interactions."
"Assertion (A): The bond angle in NH₃ is smaller than the tetrahedral angle.
Reason (R): The lone pair on nitrogen exerts greater repulsion than bond pairs.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","The bond angle decreases from 109.5° to approximately 107° due to lone pair repulsion."
"How many of the following statements are correct?

1. CH₄ is tetrahedral.
2. NH₃ is trigonal pyramidal.
3. H₂O is bent.
4. BF₃ is trigonal planar.

Choose the correct option.","1","2","3","4","D","chemistry","Chemical Bonding and Molecular Structure","easy","These are standard VSEPR geometries."
"Match the following:

List I
A. CH₄
B. BF₃
C. BeCl₂
D. PCl₅

List II
1. Trigonal bipyramidal
2. Linear
3. Tetrahedral
4. Trigonal planar

Choose the correct option.","A-3, B-4, C-2, D-1","A-4, B-3, C-2, D-1","A-3, B-2, C-4, D-1","A-2, B-4, C-3, D-1","A","chemistry","Chemical Bonding and Molecular Structure","medium","These geometries arise from minimizing electron pair repulsions."
"Which of the following has the smallest bond angle?","CH₄","NH₃","H₂O","BF₃","C","chemistry","Chemical Bonding and Molecular Structure","medium","Bond angles: BF₃ = 120°, CH₄ = 109.5°, NH₃ ≈ 107°, H₂O ≈ 104.5°."
"Statement I: Lone pairs occupy more space than bond pairs.
Statement II: Lone pairs cause compression of bond angles.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","The greater spatial requirement of lone pairs compresses adjacent bond angles."
"Assertion (A): The shape of SF₄ is seesaw.
Reason (R): SF₄ contains five electron pairs around sulfur, one of which is a lone pair.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","hard","The electron geometry is trigonal bipyramidal and one equatorial lone pair gives a seesaw shape."
"How many of the following molecules are linear?

1. CO₂
2. BeCl₂
3. XeF₂
4. SO₂

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","hard","CO₂, BeCl₂ and XeF₂ are linear, whereas SO₂ is bent."
"Which of the following has square planar geometry?","SF₄","XeF₄","PCl₅","NH₃","B","chemistry","Chemical Bonding and Molecular Structure","hard","XeF₄ has six electron pairs arranged octahedrally with two opposite lone pairs giving square planar shape."
"Which of the following orders of bond angle is correct?","BF₃ > CH₄ > NH₃ > H₂O","CH₄ > BF₃ > NH₃ > H₂O","BF₃ > NH₃ > CH₄ > H₂O","BF₃ > CH₄ > H₂O > NH₃","A","chemistry","Chemical Bonding and Molecular Structure","hard","Bond angles are approximately BF₃ = 120°, CH₄ = 109.5°, NH₃ = 107°, H₂O = 104.5°."




"Statement I: Hybridization is the mixing of atomic orbitals of comparable energies.
Statement II: The number of hybrid orbitals formed equals the number of atomic orbitals mixed.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","For example, one s and three p orbitals combine to produce four sp³ hybrid orbitals."
"Assertion (A): Carbon in CH₄ is sp³ hybridized.
Reason (R): Carbon forms four equivalent σ bonds in methane.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","sp³ hybridization gives rise to four equivalent tetrahedral σ bonds."
"How many of the following statements are correct?

1. Carbon in C₂H₄ is sp² hybridized.
2. Carbon in C₂H₂ is sp hybridized.
3. Boron in BF₃ is sp² hybridized.
4. Beryllium in BeCl₂ is sp hybridized.

Choose the correct option.","1","2","3","4","D","chemistry","Chemical Bonding and Molecular Structure","medium","All four hybridizations are correct."
"Match the following:

List I
A. sp
B. sp²
C. sp³
D. sp³d

List II
1. Trigonal bipyramidal
2. Linear
3. Tetrahedral
4. Trigonal planar

Choose the correct option.","A-2, B-4, C-3, D-1","A-4, B-2, C-3, D-1","A-2, B-3, C-4, D-1","A-1, B-4, C-2, D-3","A","chemistry","Chemical Bonding and Molecular Structure","easy","Hybridization determines electron geometry."
"Which of the following molecules contains only σ bonds?","C₂H₂","C₂H₄","CH₄","CO₂","C","chemistry","Chemical Bonding and Molecular Structure","easy","Methane contains four single bonds, all of which are σ bonds."
"Statement I: A double bond consists of one σ bond and one π bond.
Statement II: A triple bond consists of one σ bond and two π bonds.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","chemistry","Chemical Bonding and Molecular Structure","medium","Both are correct descriptions but neither explains the other."
"Assertion (A): π bonds are weaker than σ bonds.
Reason (R): π bonds result from sideways overlap of orbitals, which is less effective than head-on overlap.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","Head-on overlap in σ bonds produces greater overlap and stronger bonding."
"How many σ and π bonds are present respectively in C₂H₄?","4σ, 1π","5σ, 1π","5σ, 2π","6σ, 1π","B","chemistry","Chemical Bonding and Molecular Structure","hard","Ethene contains four C-H σ bonds and one C-C σ bond, along with one π bond."
"Which of the following molecules has sp³d² hybridization?","PCl₅","SF₄","XeF₄","SF₆","D","chemistry","Chemical Bonding and Molecular Structure","hard","SF₆ has octahedral geometry corresponding to sp³d² hybridization."
"Which of the following orders of s-character is correct?","sp > sp² > sp³","sp³ > sp² > sp","sp² > sp > sp³","sp³ > sp > sp²","A","chemistry","Chemical Bonding and Molecular Structure","hard","s-character values are: sp = 50%, sp² = 33.3%, sp³ = 25%."





"Statement I: Molecular orbitals are formed by the linear combination of atomic orbitals.
Statement II: The number of molecular orbitals formed equals the number of atomic orbitals combined.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","LCAO-MO theory states that combining n atomic orbitals produces n molecular orbitals."
"Assertion (A): Bond order is equal to half the difference between bonding and antibonding electrons.
Reason (R): Antibonding electrons reduce bond strength and stability.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Bond order = (Nb − Na)/2 where Nb and Na are bonding and antibonding electrons respectively."
"How many of the following species are paramagnetic?

1. O₂
2. O₂⁺
3. O₂⁻
4. O₂²⁻

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","hard","O₂, O₂⁺ and O₂⁻ are paramagnetic, whereas O₂²⁻ is diamagnetic."
"Match the following:

List I
A. N₂
B. O₂
C. O₂⁺
D. O₂²⁻

List II
1. Bond order 2.5
2. Bond order 3
3. Bond order 2
4. Bond order 1

Choose the correct option.","A-2, B-3, C-1, D-4","A-3, B-2, C-1, D-4","A-2, B-1, C-3, D-4","A-1, B-3, C-2, D-4","A","chemistry","Chemical Bonding and Molecular Structure","hard","Bond orders are obtained directly using molecular orbital configurations."
"Which of the following has the highest bond order?","O₂","O₂⁺","N₂","O₂⁻","C","chemistry","Chemical Bonding and Molecular Structure","medium","Bond orders: O₂ = 2, O₂⁺ = 2.5, N₂ = 3, O₂⁻ = 1.5."
"Statement I: Molecules with unpaired electrons are paramagnetic.
Statement II: O₂ is paramagnetic due to the presence of two unpaired electrons in antibonding π* orbitals.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","The paramagnetism of oxygen is one of the major successes of MOT."
"Assertion (A): Species with higher bond order are generally more stable.
Reason (R): Higher bond order corresponds to stronger bonding interactions.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","Higher bond order usually implies shorter bond length and greater stability."
"Which of the following species is diamagnetic?","O₂","NO","B₂","N₂","D","chemistry","Chemical Bonding and Molecular Structure","hard","N₂ contains all paired electrons and is diamagnetic."
"How many of the following statements are correct?

1. B₂ is paramagnetic.
2. C₂ is diamagnetic.
3. N₂ is diamagnetic.
4. O₂ is paramagnetic.

Choose the correct option.","1","2","3","4","D","chemistry","Chemical Bonding and Molecular Structure","hard","All four statements are correct according to molecular orbital theory."
"Which of the following orders of bond length is correct?","N₂ < O₂⁺ < O₂ < O₂⁻","O₂⁻ < O₂ < O₂⁺ < N₂","N₂ < O₂ < O₂⁺ < O₂⁻","O₂⁺ < N₂ < O₂ < O₂⁻","A","chemistry","Chemical Bonding and Molecular Structure","hard","Bond length increases as bond order decreases: N₂ (3) < O₂⁺ (2.5) < O₂ (2) < O₂⁻ (1.5)."




"Statement I: Hydrogen bonding is stronger than van der Waals forces but weaker than covalent bonds.
Statement II: Hydrogen bonding occurs when hydrogen is bonded to highly electronegative atoms such as F, O or N.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","chemistry","Chemical Bonding and Molecular Structure","easy","Hydrogen bonding requires hydrogen attached to highly electronegative atoms but this does not explain its relative strength."
"Assertion (A): Water has an unusually high boiling point.
Reason (R): Extensive intermolecular hydrogen bonding exists in water.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","Hydrogen bonding significantly increases the boiling point of water."
"How many of the following molecules exhibit intermolecular hydrogen bonding?

1. H₂O
2. HF
3. NH₃
4. CH₄

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","medium","H₂O, HF and NH₃ exhibit hydrogen bonding, whereas CH₄ does not."
"Match the following:

List I
A. H₂O
B. NH₃
C. HF
D. CH₄

List II
1. No hydrogen bonding
2. Strong hydrogen bonding
3. Hydrogen bonding present
4. Hydrogen bonding present

Choose the correct option.","A-2, B-3, C-4, D-1","A-3, B-2, C-4, D-1","A-2, B-4, C-3, D-1","A-4, B-3, C-2, D-1","A","chemistry","Chemical Bonding and Molecular Structure","medium","Water and HF exhibit particularly strong hydrogen bonding, whereas methane cannot form hydrogen bonds."
"Which of the following has the highest boiling point?","H₂O","H₂S","H₂Se","H₂Te","A","chemistry","Chemical Bonding and Molecular Structure","medium","Hydrogen bonding makes the boiling point of water abnormally high."
"Statement I: Dipole moment is a measure of polarity of a molecule.
Statement II: Dipole moment is equal to the product of charge and distance between charges.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","chemistry","Chemical Bonding and Molecular Structure","easy","μ = q × r and larger dipole moments generally indicate greater polarity."
"Assertion (A): CO₂ has zero dipole moment.
Reason (R): The molecule is linear and bond moments cancel each other.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","chemistry","Chemical Bonding and Molecular Structure","medium","The two equal and opposite C=O dipoles cancel due to symmetry."
"How many of the following molecules possess non-zero dipole moments?

1. NH₃
2. H₂O
3. BF₃
4. CHCl₃

Choose the correct option.","1","2","3","4","C","chemistry","Chemical Bonding and Molecular Structure","hard","NH₃, H₂O and CHCl₃ are polar, while BF₃ is non-polar due to symmetry."
"Which of the following intermolecular forces is strongest?","London dispersion forces","Dipole-dipole interactions","Hydrogen bonding","Induced dipole interactions","C","chemistry","Chemical Bonding and Molecular Structure","easy","Among the listed intermolecular forces, hydrogen bonding is the strongest."
"Which of the following orders of boiling point is correct?","HF > HCl > HBr > HI","HI > HBr > HCl > HF","HF > HI > HBr > HCl","HCl > HF > HBr > HI","C","chemistry","Chemical Bonding and Molecular Structure","hard","HF has the highest boiling point due to hydrogen bonding. Among HCl, HBr and HI, boiling point increases with molecular mass: HCl < HBr < HI."
