question,option_a,option_b,option_c,option_d,correct_option,subject,chapter,difficulty,explanation
"Statement I: Archaebacteria can survive in some of the most extreme habitats on Earth.
Statement II: Their unique cell wall structure helps them survive such conditions.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","biology","Biological Classification","medium","The unique cell wall and membrane composition of archaebacteria help them survive extreme environments."
"Assertion (A): Methanogens are commonly found in the rumen of cattle.
Reason (R): They produce methane during anaerobic respiration.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Methanogens inhabit anaerobic environments such as the rumen and produce methane gas."
"How many of the following statements regarding archaebacteria are correct?

1. Halophiles inhabit extremely salty areas.
2. Thermoacidophiles thrive in hot acidic springs.
3. Methanogens are involved in biogas production.
4. All archaebacteria are photosynthetic.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 1, 2 and 3 are correct. Archaebacteria are not universally photosynthetic."
"Match the following:

List I
A. Halophiles
B. Thermoacidophiles
C. Methanogens
D. Cyanobacteria

List II
1. Hot acidic springs
2. Blue-green algae
3. Marshy areas and rumen
4. Extremely salty habitats

Choose the correct option.","A-4, B-1, C-3, D-2","A-1, B-4, C-3, D-2","A-4, B-3, C-1, D-2","A-2, B-1, C-3, D-4","A","biology","Biological Classification","medium","These are standard NCERT examples for these groups."
"Which pigment gives cyanobacteria their characteristic blue-green colour?","Fucoxanthin","Phycoerythrin","Phycocyanin","Chlorophyll b","C","biology","Biological Classification","easy","Phycocyanin is the blue pigment responsible for the colour of cyanobacteria."
"Statement I: Cyanobacteria are photosynthetic autotrophs.
Statement II: Many cyanobacteria possess heterocysts for nitrogen fixation.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","biology","Biological Classification","medium","Nitrogen fixation does not explain their photosynthetic nature."
"Identify the incorrect statement regarding cyanobacteria.","They are prokaryotic organisms.","They are also called blue-green algae.","They possess membrane-bound chloroplasts.","Many of them fix atmospheric nitrogen.","C","biology","Biological Classification","medium","Being prokaryotes, cyanobacteria lack membrane-bound chloroplasts."
"Assertion (A): Nostoc and Anabaena can improve soil fertility.
Reason (R): They possess the ability to fix atmospheric nitrogen.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Nitrogen fixation enriches soil fertility."
"How many of the following statements are correct?

1. Nostoc is a cyanobacterium.
2. Anabaena possesses heterocysts.
3. Cyanobacteria are eukaryotic organisms.
4. Cyanobacteria perform photosynthesis.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 1, 2 and 4 are correct. Cyanobacteria are prokaryotic."
"Which of the following organisms lacks a cell wall?","Nostoc","Mycoplasma","Methanococcus","Anabaena","B","biology","Biological Classification","easy","Mycoplasma are unique among prokaryotes in lacking a cell wall."




"Statement I: Chrysophytes include diatoms and golden algae.
Statement II: Most chrysophytes are photosynthetic aquatic organisms.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","biology","Biological Classification","easy","Diatoms and golden algae belong to chrysophytes and are mostly aquatic photosynthetic organisms."
"Assertion (A): Diatomaceous earth is formed by the cell walls of diatoms.
Reason (R): The cell walls of diatoms contain silica and are highly resistant to decomposition.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Siliceous cell walls accumulate over millions of years to form diatomaceous earth."
"How many of the following statements regarding diatoms are correct?

1. Their cell walls form two overlapping halves.
2. Their walls are impregnated with silica.
3. They are major primary producers in oceans.
4. Their cell walls decompose rapidly after death.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 1, 2 and 3 are correct. Siliceous walls resist decomposition."
"Match the following:

List I
A. Diatoms
B. Dinoflagellates
C. Euglenoids
D. Slime moulds

List II
1. Pellicle
2. Cellulose plates
3. Siliceous cell wall
4. Saprophytic phase

Choose the correct option.","A-3, B-2, C-1, D-4","A-2, B-3, C-1, D-4","A-3, B-1, C-2, D-4","A-4, B-2, C-1, D-3","A","biology","Biological Classification","medium","These are characteristic features of each protistan group."
"Which of the following groups is responsible for red tides?","Chrysophytes","Dinoflagellates","Euglenoids","Slime moulds","B","biology","Biological Classification","easy","Rapid multiplication of dinoflagellates such as Gonyaulax causes red tides."
"Statement I: Dinoflagellates possess two flagella.
Statement II: Their cell wall consists of stiff cellulose plates.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","biology","Biological Classification","medium","Both are characteristic features of dinoflagellates but are independent traits."
"Identify the incorrect statement regarding euglenoids.","They lack a cell wall.","They possess a protein-rich pellicle.","They are exclusively heterotrophic.","They possess two flagella.","C","biology","Biological Classification","medium","Many euglenoids are mixotrophic and can photosynthesize in the presence of sunlight."
"Assertion (A): Euglenoids are considered a connecting link between plants and animals.
Reason (R): They exhibit both autotrophic and heterotrophic modes of nutrition.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","hard","Euglenoids can photosynthesize as well as feed heterotrophically."
"How many of the following statements are correct?

1. Slime moulds possess cell walls during the vegetative phase.
2. Slime moulds are saprophytic.
3. Under unfavorable conditions they form fruiting bodies.
4. Spores of slime moulds possess true walls.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 2, 3 and 4 are correct. Vegetative slime moulds lack a cell wall."
"Which of the following protists possesses a protein-rich layer called pellicle?","Paramecium","Euglena","Amoeba","Plasmodium","B","biology","Biological Classification","easy","Euglenoids possess a flexible pellicle instead of a cell wall."




"Statement I: Protozoans are heterotrophic organisms.
Statement II: Most protozoans are predators or parasites.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","biology","Biological Classification","easy","Protozoans are heterotrophs and many obtain food by predation or parasitism."
"Assertion (A): Amoeboid protozoans move and capture food using pseudopodia.
Reason (R): Pseudopodia are temporary finger-like cytoplasmic projections.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Pseudopodia function in locomotion as well as food capture."
"How many of the following statements regarding protozoans are correct?

1. Amoeboid protozoans possess pseudopodia.
2. Flagellated protozoans possess flagella.
3. Ciliated protozoans possess cilia.
4. Sporozoans possess locomotory organs.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 1, 2 and 3 are correct. Sporozoans lack locomotory structures."
"Match the following:

List I
A. Amoeba
B. Trypanosoma
C. Paramecium
D. Plasmodium

List II
1. Ciliated protozoan
2. Amoeboid protozoan
3. Sporozoan
4. Flagellated protozoan

Choose the correct option.","A-2, B-4, C-1, D-3","A-4, B-2, C-1, D-3","A-2, B-1, C-4, D-3","A-3, B-4, C-1, D-2","A","biology","Biological Classification","medium","These organisms represent the four major groups of protozoans."
"Which protozoan causes malaria in humans?","Trypanosoma","Entamoeba","Plasmodium","Paramecium","C","biology","Biological Classification","easy","Malaria is caused by the sporozoan Plasmodium."
"Statement I: Trypanosoma causes sleeping sickness.
Statement II: It is transmitted by the tsetse fly.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","B","biology","Biological Classification","medium","The tsetse fly acts as the vector of sleeping sickness."
"Identify the incorrect statement regarding fungi.","Fungi possess chitinous cell walls.","Fungi are heterotrophic organisms.","Fungi store glycogen as reserve food.","Fungi possess chlorophyll pigments.","D","biology","Biological Classification","easy","Fungi lack chlorophyll and therefore cannot perform photosynthesis."
"Assertion (A): Fungi are important decomposers in ecosystems.
Reason (R): They secrete enzymes onto organic matter and absorb the digested nutrients.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Fungi exhibit absorptive nutrition and play a major role in decomposition."
"How many of the following statements regarding fungi are correct?

1. Fungal cell walls contain chitin.
2. Fungi store glycogen as reserve food.
3. Most fungi are heterotrophic.
4. All fungi are multicellular.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 1, 2 and 3 are correct. Yeast is a unicellular fungus."
"Which of the following fungi is unicellular?","Rhizopus","Mucor","Penicillium","Yeast","D","biology","Biological Classification","easy","Yeast is the only commonly studied unicellular fungus in NCERT."




"Statement I: Members of Phycomycetes produce asexual spores called sporangiospores.
Statement II: These spores are produced endogenously in sporangia.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","biology","Biological Classification","medium","Phycomycetes reproduce asexually through sporangiospores produced inside sporangia."
"Assertion (A): Ascomycetes are called sac fungi.
Reason (R): Their sexual spores are produced inside sac-like asci.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","easy","The defining feature of Ascomycetes is the production of ascospores inside asci."
"How many of the following statements regarding fungal classes are correct?

1. Rhizopus belongs to Phycomycetes.
2. Penicillium belongs to Ascomycetes.
3. Agaricus belongs to Basidiomycetes.
4. Deuteromycetes are called imperfect fungi.

Choose the correct option.","1","2","3","4","D","biology","Biological Classification","medium","All four statements are correct according to NCERT classification."
"Match the following:

List I
A. Rhizopus
B. Penicillium
C. Agaricus
D. Alternaria

List II
1. Basidiomycetes
2. Ascomycetes
3. Phycomycetes
4. Deuteromycetes

Choose the correct option.","A-3, B-2, C-1, D-4","A-2, B-3, C-1, D-4","A-3, B-1, C-2, D-4","A-4, B-2, C-1, D-3","A","biology","Biological Classification","hard","These are the standard NCERT examples for the major fungal groups."
"Statement I: Basidiomycetes generally reproduce asexually by conidia.
Statement II: Vegetative reproduction in Basidiomycetes occurs by fragmentation.
Choose the correct option.","Both statements are true","Both statements are false","Statement I is false but Statement II is true","Statement I is true but Statement II is false","C","biology","Biological Classification","hard","Basidiomycetes usually do not reproduce asexually through conidia, but vegetative reproduction by fragmentation occurs."
"Identify the incorrect statement regarding viruses.","Viruses possess either DNA or RNA.","Viruses can reproduce only inside host cells.","Viruses possess cellular organization.","Viruses can be crystallized.","C","biology","Biological Classification","easy","Viruses are acellular entities and lack cellular organization."
"Assertion (A): Viruses are obligate parasites.
Reason (R): They utilize the host cell machinery for replication.
Choose the correct option.","Both A and R are true and R is the correct explanation of A","Both A and R are true but R is not the correct explanation of A","A is true but R is false","A is false but R is true","A","biology","Biological Classification","medium","Viruses depend entirely on host cells for reproduction."
"How many of the following statements are correct?

1. Viruses contain both DNA and RNA.
2. Viruses can be crystallized.
3. Viroids lack a protein coat.
4. Prions are infectious proteins.

Choose the correct option.","1","2","3","4","C","biology","Biological Classification","hard","Statements 2, 3 and 4 are correct. Viruses contain either DNA or RNA, never both."
"Statement I: Viroids are smaller than viruses.
Statement II: Viroids consist only of naked RNA molecules.
Choose the correct option.","Both statements are true and Statement II explains Statement I","Both statements are true but Statement II does not explain Statement I","Statement I is true but Statement II is false","Statement I is false but Statement II is true","A","biology","Biological Classification","hard","Viroids are infectious RNA particles lacking a protein coat."
"Which of the following was discovered by T.O. Diener?","Prions","Viroids","Bacteriophages","Mycoplasma","B","biology","Biological Classification","medium","T.O. Diener discovered viroids while studying potato spindle tuber disease."


